"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009704","1.0","0000000979","PHIL","","24","","","Edward Langerak","","S","200","22","Ethics/The Good Life","","252","{'day': 'Mo', 'end': '13:50', 'location': 'HH 516', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 516', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 516', 'start': '12:55'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009705","1.0","0000000980","PHIL","","16","","","Paola L. Kindred","","S","200","22","Law,Politics,Morality","","254","{'day': 'Tu', 'end': '14:45', 'location': 'SH 002', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'SH 002', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009706","1.0","0000000981","PHIL","","17","","","Corliss Swain","","S","200","22","Friendship Love/Gd Lf","","256","{'day': 'Tu', 'end': '13:10', 'location': 'HH 516', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 516', 'start': '12:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009707","1.0","0000000985","PHIL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009708","1.0","0000000986","PHIL","","1","","","Gordon D. Marino","","S","200","999","IS/Existential/Faith","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009709","1.0","0000000991","PHIL","","13","","","Paola L. Kindred","","S","300","15","Top: American Philosop","","375","{'day': 'Tu', 'end': '13:10', 'location': 'SH 002', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SH 002', 'start': '12:45'}","False","False","","3","","","O","20043","","Topic","2004"
"0000009710","1.0","0000000992","PHIL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009711","1.0","0000000993","PHIL","","3","","","Anthony J. Rudd","","S","300","999","IR/Macintyre & Ethics","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009712","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/Kierkegaard","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009713","1.0","0000000993","PHIL","","1","","","Anthony J. Rudd","","S","300","999","IR/Wittgenstein/Music","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009714","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/Kierk and Hegel","","398","","False","False","C","3","","","O","20043","","Research","2004"
"0000009715","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/Johannes Climacus","","398","","False","False","D","3","","","O","20043","","Research","2004"
"0000009716","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/Faith & Knowledge","","398","","False","False","E","3","","","O","20043","","Research","2004"
"0000009717","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/Kierk On Truth","","398","","False","False","F","3","","","O","20043","","Research","2004"
"0000009718","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/Limits of Reason","","398","","False","False","G","3","","","O","20043","","Research","2004"
"0000009719","1.0","0000000993","PHIL","","1","","","Gordon D. Marino","","S","300","999","IR/God's Existence","","398","","False","False","H","3","","","O","20043","","Research","2004"
"0000009720","1.0","0000000994","PHIL","","10","","","Corliss Swain","","S","300","15","Seminar","","399","{'day': 'Tu', 'end': '11:00', 'location': 'SH 002', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SH 002', 'start': '09:30'}","False","False","","3","","","O","20043","","Seminar","2004"
"0000009721","0.25","0000000995","PEAC","","1","","","Cindy Book","","S","100","999","Individualized Pe","","100","","True","False","","3","","","O","20043","","Research","2004"
"0000009722","0.25","0000000996","PEAC","","24","","","William Thornton","","S","100","24","Archery","","101","{'day': 'Mo', 'end': '08:55', 'location': 'SAC_FH', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SAC_FH', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SAC_FH', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009723","0.25","0000000998","PEAC","","12","","","Amelia J. Taylor","","S","100","12","Rock Climbing","","106","{'day': 'Mo', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009724","0.25","0000000998","PEAC","","11","","","Judy Tegtmeyer","","S","100","12","Rock Climbing","","106","{'day': 'Tu', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'Th', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009725","0.25","0000000998","PEAC","","12","","","Judy Tegtmeyer","","S","100","12","Rock Climbing","","106","{'day': 'Mo', 'end': '11:40', 'location': 'Tostrud Ctr', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'Tostrud Ctr', 'start': '10:45'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009726","0.25","0000001001","PEAC","","24","","","Daniel Kosmoski","","S","100","24","Basketball","","111","{'day': 'Tu', 'end': '11:00', 'location': 'SAC_GYM_C', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'SAC_GYM_C', 'start': '09:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009727","0.25","0000001003","PEAC","","24","","","Scott Nesbit","","S","100","24","Ultimate Frisbee","","117","{'day': 'Mo', 'end': '13:50', 'location': 'SAC_FH', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SAC_FH', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009728","0.25","0000001005","PEAC","","10","","","William Thornton","","S","100","12","Lifeguard Training","","122","{'day': 'Tu', 'end': '11:00', 'location': 'SAC_POOL', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SAC_POOL', 'start': '09:30'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009729","0.25","0000001005","PEAC","","10","","","Bob Hauck","","S","100","12","Lifeguard Training","","122","{'day': 'Tu', 'end': '13:50', 'location': 'SAC_POOL', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'SAC_POOL', 'start': '12:55'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009730","0.25","0000001006","PEAC","","7","","","Bob Hauck","","S","100","15","Water Safety Instruct","","123","{'day': 'Tu', 'end': '09:25', 'location': 'SAC_POOL', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SAC_POOL', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009731","0.25","0000001008","PEAC","","19","","","John Campion","","S","100","30","Scuba Diving","","126","{'day': 'Fr', 'end': '21:00', 'location': 'SAC_POOL', 'start': '18:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009732","0.25","0000001009","PEAC","","12","","","Scott Nesbit","","S","100","12","Fly Fishing","","128","{'day': 'Tu', 'end': '13:50', 'location': 'TBA', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'TBA', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009733","0.25","0000001010","PEAC","","19","","","Kurt Anderson","","S","100","24","Swim Fitness","","130","{'day': 'Mo', 'end': '08:55', 'location': 'SAC_POOL', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SAC_POOL', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009734","0.5","0000001012","PEAC","","25","","","Cindy Book","","S","100","24","Individual Fitness.50","","133","{'day': 'Mo', 'end': '14:55', 'location': 'SAC_GYM_S', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SAC_GYM_S', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'SAC_GYM_S', 'start': '14:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009735","0.5","0000001012","PEAC","","23","","","Cindy Book","","S","100","24","Individual Fitness.50","","133","{'day': 'Mo', 'end': '13:50', 'location': 'SAC_GYM_S', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SAC_GYM_S', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SAC_GYM_S', 'start': '12:55'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009736","0.5","0000001012","PEAC","","26","","","William Sean Goldsworthy","","S","100","24","Individual Fitness.50","","133","{'day': 'Mo', 'end': '11:40', 'location': 'SAC_FH', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SAC_FH', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SAC_FH', 'start': '10:45'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009737","0.5","0000001012","PEAC","","21","","","Patrice Buresh","","S","100","24","Individual Fitness.50","","133","{'day': 'Mo', 'end': '08:55', 'location': 'SAC 112', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SAC 112', 'start': '08:00'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009738","0.25","0000001014","PEAC","","22","","","Craig D. Stern","","S","100","24","Jogging/Running","","135","{'day': 'Tu', 'end': '10:00', 'location': 'TC_FH', 'start': '09:05'};{'day': 'Th', 'end': '10:00', 'location': 'TC_FH', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009739","0.25","0000001015","PEAC","","25","","","Daniel Kosmoski","","S","100","24","Fitness Walking","","136","{'day': 'Mo', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009740","0.25","0000001015","PEAC","","20","","","Daniel Kosmoski","","S","100","24","Fitness Walking","","136","{'day': 'Mo', 'end': '13:50', 'location': 'Tostrud Ctr', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'Tostrud Ctr', 'start': '12:55'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009741","0.5","0000001016","PEAC","","17","","","Craig D. Stern","","S","100","24","Wt Training Co-Ed .50","","140","{'day': 'Mo', 'end': '13:50', 'location': 'Tostrud Ctr', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'Tostrud Ctr', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'Tostrud Ctr', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009742","0.25","0000001017","PEAC","","15","","","Christopher J. Meidt","","S","100","24","Wt Training-Men","","141","{'day': 'Tu', 'end': '10:00', 'location': 'MFH_WT_RM', 'start': '09:05'};{'day': 'Th', 'end': '10:00', 'location': 'MFH_WT_RM', 'start': '09:05'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009743","0.25","0000001017","PEAC","","16","","","Christopher J. Meidt","","S","100","24","Wt Training-Men","","141","{'day': 'Tu', 'end': '08:55', 'location': 'MFH_WT_RM', 'start': '08:00'};{'day': 'Th', 'end': '08:55', 'location': 'MFH_WT_RM', 'start': '08:00'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009744","0.25","0000001018","PEAC","","20","","","Robert K. McCarthy","","S","100","24","Wt Training-Women","","142","{'day': 'Mo', 'end': '08:55', 'location': 'Tostrud Ctr', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'Tostrud Ctr', 'start': '08:00'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009745","0.25","0000001018","PEAC","","22","","","Robert K. McCarthy","","S","100","24","Wt Training-Women","","142","{'day': 'Mo', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009746","0.25","0000001020","PEAC","","20","","","Daniel Kosmoski","","S","100","24","Badminton","","151","{'day': 'Tu', 'end': '13:50', 'location': 'SAC_GYM_N', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'SAC_GYM_N', 'start': '12:55'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009747","0.25","0000001020","PEAC","","20","","","William Thornton","","S","100","24","Badminton","","151","{'day': 'Mo', 'end': '13:50', 'location': 'SAC_GYM_N', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SAC_GYM_N', 'start': '12:55'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009748","0.25","0000001021","PEAC","","7","","","William Sean Goldsworthy","","S","100","8","Racquetball (Men)","","153","{'day': 'Tu', 'end': '10:00', 'location': 'SAC _RQ_1', 'start': '09:05'};{'day': 'Th', 'end': '10:00', 'location': 'SAC _RQ_1', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009749","0.25","0000001021","PEAC","","8","","","Craig D. Stern","","S","100","8","Racquetball (Wmn)","","153","{'day': 'Tu', 'end': '11:00', 'location': 'SAC _RQ1', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'SAC _RQ1', 'start': '09:55'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009750","0.25","0000001022","PEAC","","16","","","Scott Nesbit","","S","100","16","Tennis","","157","{'day': 'Tu', 'end': '11:00', 'location': 'Tostrud Ctr', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'Tostrud Ctr', 'start': '09:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009751","0.25","0000001024","PEAC","","22","","","Craig D. Stern","","S","100","24","Self Defense","","161","{'day': 'Tu', 'end': '13:50', 'location': 'SAC_WR_RM', 'start': '12:55'};{'day': 'Th', 'end': '13:50', 'location': 'SAC_WR_RM', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009752","0.25","0000001025","PEAC","","3","","","Sarah E. Moe","","S","100","999","Intercol Hockey Women","","170","","False","False","","3","","","O","20043","","Research","2004"
"0000009753","0.25","0000001026","PEAC","","1","","","Scott C. Skavanger","","S","100","999","Intercol Skiing Men","","171","","False","False","","3","","","O","20043","","Research","2004"
"0000009754","0.25","0000001027","PEAC","","3","","","Scott C. Skavanger","","S","100","999","Intercol Skiing Women","","172","","False","False","","3","","","O","20043","","Research","2004"
"0000009755","0.25","0000001028","PEAC","","11","","","Matt McDonald","","S","100","999","Intercol Baseball","","173","","False","False","","3","","","O","20043","","Research","2004"
"0000009756","0.25","0000001029","PEAC","","9","","","Daniel Kosmoski","","S","100","999","Intercol Basketball M","","174","","False","False","","3","","","O","20043","","Research","2004"
"0000009757","0.25","0000001030","PEAC","","8","","","Patrice Buresh","","S","100","999","Intercol Basketball W","","175","","False","False","","3","","","O","20043","","Research","2004"
"0000009758","0.25","0000001036","PEAC","","7","","","William Sean Goldsworthy","","S","100","999","Intercol Hockey Men","","181","","False","False","","3","","","O","20043","","Research","2004"
"0000009759","0.25","0000001037","PEAC","","2","","","Kevin J. Brochman","","S","100","999","Intercol CC Skiing M","","182","","False","False","","3","","","O","20043","","Research","2004"
"0000009760","0.25","0000001038","PEAC","","1","","","Kevin J. Brochman","","S","100","999","Intercol CC Skiing W","","183","","False","False","","3","","","O","20043","","Research","2004"
"0000009761","0.25","0000001041","PEAC","","6","","","Ruth B. Neuger","","S","100","999","Intercol Softball","","186","","False","False","","3","","","O","20043","","Research","2004"
"0000009762","0.25","0000001042","PEAC","","8","","","David Hauck","","S","100","999","Intercol Swimming M","","187","","False","False","","3","","","O","20043","","Research","2004"
"0000009763","0.25","0000001043","PEAC","","11","","","Bob Hauck","","S","100","999","Intercol Swimming W","","188","","False","False","","3","","","O","20043","","Research","2004"
"0000009764","0.25","0000001044","PEAC","","4","","","Scott Nesbit","","S","100","999","Intercol Tennis Men","","189","","False","False","","3","","","O","20043","","Research","2004"
"0000009765","0.25","0000001045","PEAC","","0","","","Scott Nesbit","","S","100","999","Intercol Tennis Women","","190","","False","False","","3","","","O","20043","","Research","2004"
